title,tags,dates,text
Global carbon fund posts 8% return in first five weeks,"Americas,Asia Pacific,Bavardage,Canada,EMEA,EU ETS,International,Kyoto Mechanisms,New Zealand,South Korea,US","Published 20:39 on April 16, 2020  /  Last updated at 20:39 on April 16, 2020  /  ","A global environmental markets investment fund has notched an impressive 8% return in its first five weeks of operation, its managers said Thursday."
Refining state governors ask US EPA to waive RFS obligations,"Americas,RINs & LCFS,US","Published 20:26 on April 16, 2020  /  Last updated at 20:29 on April 16, 2020  /  ","Five refining-heavy states petitioned the US EPA to exempt them from requirements under the Renewable Fuel Standard (RFS), arguing that the coronavirus pandemic has made current blending mandates untenable."
Pennsylvania adhering to draft RGGI regulation schedule amid COVID-19 difficulties,"Americas,US","Published 17:24 on April 16, 2020  /  Last updated at 01:07 on April 17, 2020  /  ","Pennsylvania agencies are maintaining their timeline to finish a draft RGGI-aligned cap-and-trade regulation despite a statewide ‘shelter-in-place’ order to slow the spread of the coronavirus, as green groups outlined numerous ways for the Keystone State to strengthen its existing proposal."
"US power companies, associations request carbon pricing conference from FERC","Americas,Carbon Taxes,US","Published 22:41 on April 15, 2020  /  Last updated at 01:30 on April 16, 2020  /  ","A coalition of fossil-based and renewable electricity generators and trade groups petitioned the US Federal Energy Regulatory Commission (FERC) on Tuesday to host a technical conference on carbon pricing, as more regional grid operators debate the inclusion of a CO2 adder in wholesale power markets."
"Ontario, oil and gas sector lead Canadian emissions 2% higher in 2018","Americas,Canada,Carbon Taxes,International,US","Published 18:06 on April 15, 2020  /  Last updated at 01:36 on April 16, 2020  /  ","Higher Canadian emissions in 2018 continued to take the country further away from its Paris Agreement target, as GHG growth in the oil and gas sector persisted and Ontario bucked its previous abatement progress, according to government data published on Wednesday."
Maine seeks written comment period for RGGI rulemaking due to COVID-19 pandemic,"Americas,US","Published 22:49 on April 14, 2020  /  Last updated at 23:10 on April 14, 2020  /  ",The Maine Department of Environmental Protection (DEP) has requested that a public hearing on the proposed post-2020 RGGI Model Rule updates be shifted into a written comment period due to the coronavirus situation.
PJM estimates greater COVID-19 power impacts after accounting for weather,"Americas,US","Published 19:35 on April 14, 2020  /  Last updated at 23:13 on April 14, 2020  /  ","US regional grid operator PJM has seen significant reductions in peak and total power demand as a result of the widening COVID-19 pandemic, likely cutting CO2 obligations from RGGI-covered electricity generators in the Mid-Atlantic."
LCFS Market: California prices rise following PG&E sale,"Americas,RINs & LCFS,US","Published 18:55 on April 14, 2020  /  Last updated at 23:29 on April 14, 2020  /  ","California Low Carbon Fuel Standard (LCFS) prices have bounced back after utility Pacific Gas & Electric’s (PG&E) credit auction last week, though national and state-level fuel data still suggest bearish near-term fundamentals for the transportation sector programme."
CARBON PULSE CONVERSATIONS 002: ClearBlue Markets,"Americas,Canada,Conversations,US,Views","Published 18:10 on April 14, 2020  /  Last updated at 18:10 on April 14, 2020  /  ","In the second episode of our new coronavirus-era podcast, Carbon Pulse speaks with Toronto-based analysts and consultants ClearBlue Markets about the pandemic’s effects on the WCI cap-and-trade programme and Canadian carbon pricing systems."
Financial participants trim California carbon position amid further price drops,"Americas,Canada,US","Published 16:37 on April 13, 2020  /  Last updated at 23:35 on April 14, 2020  /  ","Speculators cut California Carbon Allowance (CCA) holdings for a fourth straight week amid further volatile trading, with compliance entities growing their position, US Commodity Futures Trading Commission (CFTC) data showed Friday."
"California’s carbon floor price set to rise by at least 5% in 2021, despite inflation cut","Americas,Canada,US","Published 13:55 on April 10, 2020  /  Last updated at 23:56 on April 14, 2020  /  ","California’s ETS floor price is on track to rise sightly more than 5% next year despite inflation dropping month-on-month in March due to the COVID-19 pandemic, according to federal data released Friday."
"NA Markets: California allowances retrace gains amid further volatility, RGGI finds support","Americas,Canada,US","Published 22:26 on April 9, 2020  /  Last updated at 22:26 on April 9, 2020  /  ","California Carbon Allowance (CCA) prices ceded previous gains during another hectic week of trading as participants remain wary of how the COVID-19 pandemic will impact WCI emissions, while RGGI allowances (RGAs) maintained their recent bullish trend."
Several states postpone CORSIA reporting deadline as virus-decimated airlines plea for changes,"Americas,Australia,Aviation/CORSIA,International,US","Published 17:25 on April 9, 2020  /  Last updated at 17:27 on April 9, 2020  /  ","At least three large nations have postponed CORSIA deadlines for their airlines to report 2019 emission data due to coronavirus disruptions, even as auditors insisted on Thursday that the checks can be completed with little difficulty."
FEATURE: Verra aims for more streamlined process with in-house offset registry,"Africa,Americas,Asia Pacific,Aviation/CORSIA,EMEA,International,REDD,South & Central,US,Voluntary Market","Published 15:13 on April 9, 2020  /  Last updated at 22:27 on April 9, 2020  /  ","Offset standard developer and manager Verra is seeking to cut red tape and costs for stakeholders by launching its own registry, becoming the latest US-based organisation to administer its own system."
"California not considering change to ETS auction schedule, compliance deadline","Americas,Canada,US","Published 23:06 on April 8, 2020  /  Last updated at 00:21 on April 9, 2020  /  ","California regulator ARB does not intend to alter its current cap-and-trade auction schedule or compliance deadlines as a result of the COVID-19 pandemic sweeping across the US, an agency spokesperson told Carbon Pulse Wednesday."
California breaks two-year offset issuance streak as it mints zero credits,"Americas,Canada,US","Published 22:40 on April 8, 2020  /  Last updated at 23:27 on April 8, 2020  /  ","California issued no new offsets or reduced any invalidation periods this week for the first time in nearly two years, according to data published by regulator ARB on Wednesday."
"New Mexico, Nevada adhering to climate policy timelines during coronavirus outbreak","Americas,Carbon Taxes,US","Published 22:26 on April 8, 2020  /  Last updated at 23:22 on April 8, 2020  /  ","New Mexico and Nevada are maintaining schedules to outline potential climate change and carbon pricing strategies by later this year, even as the COVID-19 pandemic presents logistical challenges for the Southwest US states."
TCI should use supply-curbing mechanism in final ETS design -report,"Americas,US","Published 23:12 on April 7, 2020  /  Last updated at 23:33 on April 7, 2020  /  ","The US Transportation and Climate Initiative (TCI) should include a supply-curbing mechanism in its final cap-and-trade design to ensure reliable revenues to invest in fuel sector CO2 abatement, according to a think-tank report released Tuesday."
"COVID-19 impacts on US power markets rise, as fuel data points to lower California consumption","Americas,Canada,US","Published 22:53 on April 7, 2020  /  Last updated at 23:57 on April 7, 2020  /  ","Northeast power consumption declines due to the COVID-19 are increasing, while California fuel use appears set to dip based on initial state and national data points."
LCFS Market: California prices sink heading into PG&E auction,"Americas,RINs & LCFS,US","Published 18:22 on April 7, 2020  /  Last updated at 23:37 on April 7, 2020  /  ","California Low Carbon Fuel Standard (LCFS) prices declined ahead of utility Pacific Gas & Electric’s (PG&E) Tuesday auction, though some participants thought the market was already primed for a retracement amid the prolonged coronavirus outbreak."
